"subject","session","window_iter","window_length","window_start","x","y","letter_loc","face_dir","choose_onset","choose_rt_time","choose_reactiontime","num_moves","num_turns","num_north","num_south","num_west","num_east","mean_reactiontime","sd_reactiontime"
"29","1","10","36000","337262","-5.5 -5.5 -5.5 -5.5 -2.5 -2.5 -2.5 -2.5 2 2 2 2","0 0 3.75 3.75 3.75 3.75 -2 -2 -2 -2 -5.75 -5.75","L L G G H H Q Q R R U U","E N N E E S S E E S S E","337306 342145 344345 347251 349584 351704 354357 358903 361129 365929 368062 371288","337778 342649 344588 347860 349891 352576 355024 359431 363448 366297 368590 371726","472 504 243 609 307 872 667 528 2319 368 528 438","6","6","2","4","0","6","654.583333333333","549.966686318913"
"29","1","11","36000","371822","3.5 2 2 2 2 2 2 2 2 2 4","-7.75 -5.75 -5.75 -2 -2 -2 -2 -2 3 3 4.5","W U U R R R R R J J K","W W N N W N E N N E E","373515 379781 386273 388406 391419 393406 396512 398498 400591 404004 406124","374122 380515 386708 388714 391691 394747 396803 398898 400729 404429 406525","607 734 435 308 272 1341 291 400 138 425 401","5","6","5","0","3","3","486.545454545455","326.300279998765"
"29","1","12","36000","406382","2 2 2 2 -1 -1 -1 -1 -1 -2.5","3 3 6 6 6 6 3 6 6 6","J J D D C C I C C B","W N N W W S E N W W","413217 419509 421602 424402 426335 428561 430641 435321 439640 441893","413597 419885 421947 424517 426748 428882 431071 435714 440122 442205","380 376 345 115 413 321 430 393 482 312","6","4","3","1","5","1","356.7","99.0533526270901"
"29","1","13","36000","440942","-2.5 -2.5 -2.5 -2.5 -5.5 -5.5 -5.5 -5.5 -5.5 -5.5 -5.5 -5.5 -5.5 -2.5 -2.5","6 6 3.75 3.75 3.75 3.75 6 6 3.75 0 0 3.75 3.75 3.75 3.75","B B H H G G A A G L L G G H H","W S S W W N W S S E N N E E S","441893 443320 445253 447253 449412 451559 453918 457638 459584 461398 466024 468090 470970 472730 474796","442205 443531 445580 447641 449767 452110 454228 457869 459618 461641 466367 468286 470998 472982 475096","312 211 327 388 355 551 310 231 34 243 343 196 28 252 300","8","7","3","5","4","3","272.066666666667","130.569886413733"
"29","1","14","29384","475502","-2.5 -2.5 -2.5 -3.75 -3.75 -3.75 -3.75 -3.75 -3.75 -2.5 2 2","-2 -5.75 -5.75 -5.75 -5.75 -7.75 -7.75 -5.75 -5.75 -5.75 -5.75 -5.75","Q T T X X V V X X T U U","S S W W S E N N E E E N","477609 481835 484928 486888 489048 491047 494500 496567 498700 500513 501913 504886","477963 482231 484944 487719 489277 491241 494851 496934 498746 500905 502342 505264","354 396 16 831 229 194 351 367 46 392 429 378","7","5","3","3","2","4","331.916666666667","209.240383001915"
"29","2","1","36000","26580","2 2 2 2 2 2 2 2 2 2 5.5 5.5 5.5 8.5 8.5 8.5","-5.75 -5.75 -2 -2 -2 3 3 3 6 6 6 6 6 6 6 6","U U R R R J J J D D E E E F F F","E N N W N N E N N E E S E E S W","26580 30259 32099 35059 37085 40258 43831 45937 47724 50310 52497 54083 55790 57763 60162 62349","27682 30358 32338 35390 38468 40568 44229 45947 47849 50712 52811 54094 55973 58373 60605 62742","1102 99 239 331 1383 310 398 10 125 402 314 11 183 610 443 393","6","10","6","2","2","6","397.0625","371.292780924524"
"29","2","2","36000","61140","8.5 5.5 5.5 5.5 5.5 3.5 5.5 5.5 5.5 5.5 5.5 5.5","6 6 6 1.25 1.25 -0.5 1.25 1.25 1.25 1.25 6 6","F E E M M O M M M M E E","W W S S W E E S W N N W","62349 64522 66348 68761 72534 74734 81280 87266 89452 91919 94052 97051","62742 64585 66966 69100 73034 75230 81453 87752 90194 92333 94171 97143","393 63 618 339 500 496 173 486 742 414 119 92","5","7","2","3","5","2","369.583333333333","218.025627490037"
"29","2","3","36000","95700","5.5 2 2 2 -1 -1 -1 -1 -1 -2.5 -2.5 -2.5 -2.5 -5.5 -5.5","6 6 6 6 6 6 3 6 6 6 6 3.75 3.75 3.75 3.75","E D D D C C I C C B B H H G G","W W S W W S E N W W S S W W N","97051 98838 101198 103331 105090 107024 109023 113303 117516 119395 121235 123382 125635 127554 129621","97143 99079 101586 103370 105225 107252 109054 113590 117627 120139 121658 123972 125790 127830 129988","92 241 388 39 135 228 31 287 111 744 423 590 155 276 367","7","8","2","4","8","1","273.8","202.736352367869"
"29","2","4","36000","130260","-5.5 -5.5 -5.5 -5.5 -5.5 -5.5 -5.5 -2.5 -2.5 -2.5 -2.5 -2.5 -2.5 -1 -1","6 6 3.75 0 0 3.75 3.75 3.75 3.75 3.75 3.75 6 6 6 6","A A G L L G G H H H H B B C C","W S S E N N E E S W N N E E S","131794 135407 137473 139500 144113 146246 149285 151178 153365 155591 158111 160031 162630 164403 165603","132015 135761 137731 139748 144541 146627 149427 151553 153806 156322 158240 160866 162686 164750 166711","221 354 258 248 428 381 142 375 441 731 129 835 56 347 1108","7","8","4","4","2","5","403.6","285.592316823425"
"29","2","5","36000","164820","-1 -1 -1 -1 -2.5 -2.5 -2.5 -2.5 -2.5 -2.5 -2.5 2 2 2","6 3 6 6 6 6 3.75 -2 -2 -2 -2 -2 -2 -2","C I C C B B H Q Q Q Q R R R","S E N W W S S S E S E E S W","165603 168550 172802 176909 178988 180415 182135 183948 188147 190654 193213 195053 197733 199733","166711 168871 172986 177208 179323 180435 182282 184283 188961 191443 193349 195280 197943 201492","1108 321 184 299 335 20 147 335 814 789 136 227 210 1759","6","8","1","6","3","4","477.428571428571","480.59349755288"
"29","2","6","36000","199380","2 -2.5 -2.5 -2.5 -2.5 -3.75 -3.75 -3.75 -3.75 -3.75 -3.75 -2.5 2 2","-2 -2 -2 -5.75 -5.75 -5.75 -5.75 -7.75 -7.75 -5.75 -5.75 -5.75 -5.75 -5.75","R Q Q T T X X V V X X T U U","W W S S W W S E N N E E E N","199733 203252 207625 209771 212744 214917 217997 220064 223663 225756 227609 229676 230889 233995","201492 205167 207986 210050 213192 215722 218278 220398 224058 225835 227905 229888 231467 234047","1759 1915 361 279 448 805 281 334 395 79 296 212 578 52","7","7","3","3","4","4","556.714285714286","575.212125229457"
"29","2","7","36000","233940","2 2 3.5 2 -2.5 -2.5 -2.5 -3.75 -3.75 -3.75 -3.75 -3.75 -3.75","-5.75 -5.75 -7.75 -5.75 -5.75 -5.75 -5.75 -5.75 -5.75 -7.75 -7.75 -5.75 -5.75","U U W U T T T X X V V X X","N E W W W N W W S E N N E","233995 235795 237781 243567 250113 253313 256019 258152 260125 261939 265272 267285 269231","234047 236020 237886 244342 250546 254297 256436 258789 260166 261989 265571 267451 269323","52 225 105 775 433 984 417 637 41 50 299 166 92","6","7","4","1","5","3","328.923076923077","305.983240700767"
"29","2","8","36000","268500","-3.75 -2.5 -2.5 -2.5 -2.5 2 5.5 5.5 5.5 5.5 3.5 5.5 5.5","-5.75 -5.75 -5.75 -2 -2 -2 -2 -2 1.25 1.25 -0.5 1.25 1.25","X T T Q Q R S S M M O M M","E E N N E E E N N W E E N","269231 271684 273204 275177 277883 279883 282629 285149 287149 289855 291842 297561 303720","269323 272210 273374 275208 278112 280163 282918 285429 287489 290149 291932 297934 303852","92 526 170 31 229 280 289 280 340 294 90 373 132","7","6","5","0","1","7","240.461538461538","136.25014702415"
"29","2","9","36000","303060","5.5 5.5 5.5 8.5 8.5 8.5 8.5 8.5 8.5 5.5 5.5 5.5 5.5 3.5","1.25 6 6 6 6 1.5 1.5 6 6 6 6 1.25 1.25 -0.5","M E E F F N N F F E E M M O","N N E E S S N N W W S S W E","303720 305573 308853 310999 312879 314652 318199 321651 325384 327118 328917 330984 334543 336583","303852 305991 309213 311097 312932 314716 318376 321883 325392 327156 329174 331114 334886 337146","132 418 360 98 53 64 177 232 8 38 257 130 343 563","7","7","4","4","3","3","205.214285714286","164.761916142624"
"29","2","10","36000","337620","5.5 5.5 5.5 5.5 2 2 2 2 3.5 2","1.25 1.25 -2 -2 -2 -2 -5.75 -5.75 -7.75 -5.75","M M S S R R U U W U","E S S W W S S E W W","342782 348795 350741 353621 355807 358407 360207 363260 365073 371192","343006 349026 351023 354102 356079 358499 360542 363288 365513 371441","224 231 282 481 272 92 335 28 440 249","6","4","0","4","4","2","263.4","138.116054260337"
"29","2","11","36000","372180","-2.5 -2.5 -2.5 -3.75 -3.75 -3.75 -3.75 -3.75 -5.25 -5.25 -5.25 -5.25","-5.75 -5.75 -5.75 -5.75 -5.75 -7.75 -7.75 -5.75 -5.75 -2.25 -2.25 -5.75","T T T X X V V X Z P P Z","W N W W S E N N N E S E","377205 380218 381951 384391 386150 387964 391537 393283 395429 399749 404375 406521","377609 380232 382375 384820 386193 388278 391569 393666 395772 400244 404797 406562","404 14 424 429 43 314 32 383 343 495 422 41","7","5","4","2","3","3","278.666666666667","187.317102715414"
"29","2","12","36000","406740","-3.75 -2.5 -2.5 -2.5 -2.5 -2.5 -5.5 -5.5 -5.5 -5.5 -5.5 -5.5","-5.75 -5.75 -5.75 -2 3.75 3.75 3.75 3.75 0 0 3.75 6","X T T Q H H G G L L G A","E E N N N W W S E N N W","410614 412081 413587 415574 419120 423439 425186 427279 429265 434012 435785 438731","410661 412589 413765 416443 419624 423454 425482 427479 429652 434090 436059 440998","47 508 178 869 504 15 296 200 387 78 274 2267","8","4","5","1","3","3","468.583333333333","615.286253903355"
"29","2","13","36000","441300","-5.5 -5.5 -5.5 -2.5 -2.5 -2.5 -2.5 -2.5 -2.5 -1 2 5.5 8.5 8.5 8.5 5.5 5.5","6 3.75 3.75 3.75 3.75 3.75 3.75 6 6 6 6 6 6 6 6 6 6","A G G H H H H B B C D E F F F E E","S S E E S W N N E E E E E S W W S","444384 446530 448343 450290 452623 454476 456835 459115 461542 463261 464408 466581 467874 470287 472234 474260 476460","444803 446585 448558 450836 452705 455070 457322 459756 461560 463544 464931 466602 468529 470507 472468 474680 476849","419 55 215 546 82 594 487 641 18 283 523 21 655 220 234 420 389","8","9","2","5","3","7","341.294117647059","218.608315459946"
"29","2","14","28543","475860","5.5 5.5 5.5 5.5 2 2 2 2 4 2","6 1.25 -2 -2 -2 -2 3 3 4.5 3","E M S S R R J J K J","S S S W W N N E E W","476460 478660 482432 485325 487138 489951 491885 495178 497271 504403","476849 479007 482736 485425 487611 490112 491923 495556 497679 504773","389 347 304 100 473 161 38 378 408 370","6","4","2","3","3","2","296.8","145.520368944618"
"30","1","1","36000","27751","2 2 2 2 -2.5 -2.5 -2.5 -2.5 2 3.5","-5.75 -5.75 -2 -2 -2 -2 -5.75 -5.75 -5.75 -7.75","U U R R Q Q T T U W","E N N W W S S E E W","27751 35537 37883 41589 43736 46749 49988 53121 55308 58534","32963 36131 38868 42033 44272 48204 50403 53536 56014 59114","5212 594 985 444 536 1455 415 415 706 580","6","4","2","2","3","3","1134.2","1468.35704104962"
"30","1","2","36000","62311","2 2 2 2 5.5 5.5 5.5 5.5 5.5 8.5 8.5 8.5","-5.75 -5.75 -2 -2 -2 -2 1.25 6 6 6 6 1.5","U U R R S S M E E F F N","W N N E E N N N E E S S","66720 73066 75665 78718 80838 83131 85264 87944 91343 93597 95796 97836","67279 73966 76025 79134 80882 83522 85576 88468 91827 94029 96086 98228","559 900 360 416 44 391 312 524 484 432 290 392","7","5","5","2","1","4","425.333333333333","199.912859804345"
"30","1","3","36000","96871","8.5 8.5 8.5 8.5 5.5 2 2 2 2 4","1.5 1.5 6 6 6 6 6 3 3 4.5","N N F F E D D J J K","S N N W W W S S E E","97836 101689 106462 110195 112261 114554 117674 121340 124193 126593","98228 103269 106670 110531 112793 115548 119609 121900 124811 126965","392 1580 208 336 532 994 1935 560 618 372","6","4","2","3","3","2","752.7","576.372188780826"
"30","1","4","36000","131431","2 2 2 2 -1 -1 -1 -1 -1 -2.5 -2.5 -2.5","3 3 6 6 6 6 3 6 6 6 6 3.75","J J D D C C I C C B B H","W N N W W S E N W W S S","133685 140298 142417 145017 147563 149536 151683 156109 160762 162908 164321 166214","134401 140708 142555 145769 147728 149896 152166 156831 161138 163224 164522 166255","716 410 138 752 165 360 483 722 376 316 201 41","7","5","3","3","5","1","390","240.230192637282"
"30","1","5","36000","165991","-2.5 -2.5 -5.5 -5.5 -5.5 -5.5 -5.5 -5.5 -2.5 -2.5 -2.5 -2.5 -2.5 -2.5 -2.5","3.75 3.75 3.75 3.75 6 6 3.75 3.75 3.75 3.75 6 6 6 3.75 -2","H H G G A A G G H H B B B H Q","S W W N W S S E E N N E S S S","166214 167934 170161 172054 174134 177680 180453 182866 184946 186919 188958 191425 193438 195904 197904","166255 168381 170237 172347 174282 178736 181095 183220 185125 187266 189643 191732 194140 196223 198439","41 447 76 293 148 1056 642 354 179 347 685 307 702 319 535","8","7","3","6","3","3","408.733333333333","274.95518249517"
"30","1","6","36000","200551","-2.5 -2.5 -2.5 -2.5 -3.75 -3.75 -3.75 -0.5 -0.5 -3.75 -3.75 -5.25","-2 -2 -5.75 -5.75 -5.75 -5.75 -7.75 -7.75 -7.75 -7.75 -5.75 -5.75","Q Q T T X X V Y Y V X Z","E S S W W S E S W N N N","202304 204597 207196 209969 211916 214222 216649 220208 222821 227141 231007 233300","202883 205415 207257 210208 212892 214868 216939 220831 223888 227509 231527 233604","579 818 61 239 976 646 290 623 1067 368 520 304","7","5","3","4","3","2","540.916666666667","306.440994864155"
"30","1","7","36000","235111","-5.25 -5.25 -5.25 -3.75 -2.5 -2.5 -2.5 2 3.5 2","-2.25 -2.25 -5.75 -5.75 -5.75 -5.75 -5.75 -5.75 -7.75 -5.75","P P Z X T T T U W U","E S E E E N E E W W","237566 242139 244778 248991 251204 252818 255737 257910 260577 266789","238009 243073 244966 249610 251802 253924 256151 258050 261114 267264","443 934 188 619 598 1106 414 140 537 475","7","3","1","1","2","6","545.4","297.830749848896"
"30","1","8","36000","269671","-2.5 -2.5 -2.5 -2.5 2 2 2 2 2 2 2 2 4","-5.75 -5.75 -2 -2 -2 -2 -2 -2 -2 -2 3 3 4.5","T T Q Q R R R R R R J J K","W N N E E N E S W N N E E","273028 276081 278294 281227 283827 286627 288400 290653 292440 295266 297266 301092 302838","273490 276575 278574 282058 284153 286683 288951 290670 293482 295482 297833 301114 303060","462 494 280 831 326 56 551 17 1042 216 567 22 222","5","8","5","1","2","5","391.230769230769","310.056487822825"
"30","1","9","36000","304231","2 2 2 2 5.5 5.5 5.5 8.5 8.5 8.5 5.5 2","3 3 6 6 6 6 6 6 6 6 6 6","J J D D E E E F F F E D","W N N E E S E E S W W W","309784 316050 318343 321023 323143 324729 326795 329275 332088 334155 336234 338127","310151 316619 318539 321360 323452 325081 327336 330319 332425 334452 336361 338719","367 569 196 337 309 352 541 1044 337 297 127 592","6","6","2","2","4","4","422.333333333333","241.288711762988"
"30","1","10","36000","338791","-1 -1 -1 -2.5 -2.5 -2.5 -2.5 -5.5 -5.5 -5.5 -5.5 -5.5 -5.5 -5.5","6 6 6 6 6 3.75 3.75 3.75 3.75 0 0 3.75 6 6","C C C B B H H G G L L G A A","W S W W S S W W S E N N W S","340847 342980 345740 347980 349686 351646 353432 355939 357765 359671 364138 366417 369790 373470","341190 343969 346195 348558 349934 351761 354149 355970 357903 359775 364717 367113 370072 373865","343 989 455 578 248 115 717 31 138 104 579 696 282 395","7","7","2","5","6","1","405","279.473956403262"
"30","1","11","36000","373351","-5.5 -5.5 -5.5 -2.5 -2.5 -2.5 -2.5 -2.5 -2.5 -2.5 -2.5 -2.5 -3.75 -5.25 -5.25","6 3.75 3.75 3.75 3.75 3.75 3.75 -2 -2 -2 -5.75 -5.75 -5.75 -5.75 -2.25","A G G H H H H Q Q Q T T X Z P","S S E E N W S S E S S W W N E","373470 375590 377389 379562 381469 383842 385708 388268 392574 394587 396840 400293 402146 403533 406039","373865 375622 377831 379653 382122 383973 386496 388722 392866 395078 397577 400433 402203 403557 406127","395 32 442 91 653 131 788 454 292 491 737 140 57 24 88","7","8","2","6","3","4","321","265.436567617522"
"30","1","12","36000","407911","-5.25 -5.25 -3.75 -3.75 -3.75 -3.75 -3.75 -5.25 -5.25 -5.25 -5.25 -3.75","-2.25 -5.75 -5.75 -5.75 -7.75 -7.75 -5.75 -5.75 -2.25 -2.25 -5.75 -5.75","P Z X X V V X Z P P Z X","S E E S E N N N E S E E","410265 412225 416865 418185 420024 423704 425517 427890 432210 436996 439075 443595","410532 412819 417128 418236 420451 423799 426128 428241 432871 437358 439563 443902","267 594 263 51 427 95 611 351 661 362 488 307","8","4","3","3","0","6","373.083333333333","193.962254216139"
"30","1","13","36000","442471","-3.75 -2.5 -2.5 -2.5 2 3.5 2 2 2 2 5.5","-5.75 -5.75 -5.75 -5.75 -5.75 -7.75 -5.75 -5.75 -2 -2 -2","X T T T U W U U R R S","E E N E E W W N N E E","443595 444955 446461 449114 452100 454873 461419 468139 470565 475724 477857","443902 445473 447329 450338 452330 455766 461429 468867 473000 476158 478710","307 518 868 1224 230 893 10 728 2435 434 853","7","4","3","0","2","6","772.727272727273","653.575870256712"
"30","1","14","29543","477031","5.5 5.5 5.5 5.5 5.5 5.5 3.5 5.5 5.5","-2 -2 -2 -2 1.25 1.25 -0.5 1.25 1.25","S S S S M M O M M","E N W N N W E E N","477857 480937 483363 486163 488789 491296 493176 500375 506574","478710 481624 484384 487004 488930 491469 493644 500788 507158","853 687 1021 841 141 173 468 413 584","4","5","4","0","2","3","575.666666666667","305.620270924558"
"30","2","1","36000","22018","-2.5 -2.5 -2.5 2 5.5 5.5 5.5 5.5 3.5 5.5","3.75 -2 -2 -2 -2 -2 1.25 1.25 -0.5 1.25","H Q Q R S S M M O M","S S E E E N N W E E","22018 29551 33790 35870 38443 40909 43083 45962 47762 53721","27827 29925 34171 35983 38680 41338 43583 46053 48066 54154","5809 374 381 113 237 429 500 91 304 433","7","3","2","2","1","5","867.1","1741.71240450311"
"30","2","2","36000","56578","5.5 5.5 5.5 8.5 8.5 8.5 8.5 8.5 8.5 5.5 2 2","1.25 6 6 6 6 1.5 1.5 6 6 6 6 6","M E E F F N N F F E D D","N N E E S S N N W W W S","59961 62347 65533 67520 69586 71826 75545 79385 83638 86131 88491 90917","60647 62674 65760 67808 70083 72070 76220 80121 84400 86722 88785 91251","686 327 227 288 497 244 675 736 762 591 294 334","6","6","4","3","3","2","471.75","207.409180563007"
"30","2","3","36000","91138","2 -1 -1 -1 -1 -1 -1 -1 -2.5 -2.5 -2.5 -2.5 -5.5 -5.5","6 6 6 3 6 6 6 6 6 6 3.75 3.75 3.75 3.75","D C C I C C C C B B H H G G","W W S E N W S W W S S W W N","92970 95143 97156 99023 103329 107688 109835 113434 115434 116794 118594 120407 122713 124620","93416 95369 97250 99388 103753 108043 111645 113666 115683 116898 118727 120925 122812 125427","446 226 94 365 424 355 1810 232 249 104 133 518 99 807","6","8","2","4","7","1","418.714285714286","446.624507331887"
"30","2","4","36000","125698","-5.5 -5.5 -5.5 -5.5 -5.5 -5.5 -5.5 -2.5 -2.5 -2.5 -2.5 -1 -1 -1","6 6 3.75 0 0 3.75 3.75 3.75 3.75 6 6 6 6 6","A A G L L G G H H B B C C C","W S S E N N E E N N E E S W","127219 130619 132645 135018 139484 141618 144404 146470 149150 152390 155296 157669 158642 160775","127232 130952 133229 135094 139920 141744 144728 147353 149455 153526 155944 157777 158944 161225","13 333 584 76 436 126 324 883 305 1136 648 108 302 450","7","7","4","3","2","5","408.857142857143","318.291317250978"
"30","2","5","36000","160258","-1 -1 -1 2 2 2 2 4 2 2 2","6 6 6 6 6 3 3 4.5 3 3 6","C C C D D J J K J J D","W S E E S S E E W N N","160775 163015 164908 166868 169028 170921 173774 175867 182799 189145 193051","161225 163137 165106 167379 169204 171466 174096 176087 183230 189451 194141","450 122 198 511 176 545 322 220 431 306 1090","5","6","2","3","2","4","397.363636363636","269.891560715511"
"30","2","6","36000","194818","2 2 2 2 2 2 2 2 2 2 3.5 2","6 6 3 -2 -2 -2 -2 -2 -5.75 -5.75 -7.75 -5.75","D D J R R R R R U U W U","W S S S W S E S S E W W","196598 198984 201051 203597 207183 209023 211849 214062 216395 219768 221888 227781","197172 199318 201294 203856 207252 210136 212302 214614 217044 220102 222122 228083","574 334 243 259 69 1113 453 552 649 334 234 302","5","7","0","6","4","2","426.333333333333","272.730414123322"
"30","2","7","36000","229378","-2.5 -2.5 -2.5 -3.75 -3.75 -3.75 -0.5 -0.5 -3.75 -3.75 -5.25 -5.25","-5.75 -5.75 -5.75 -5.75 -5.75 -7.75 -7.75 -7.75 -7.75 -5.75 -5.75 -2.25","T T T X X V Y Y V X Z P","W N W W S E S W N N N E","233847 237046 239539 241739 243352 245472 248925 251218 254831 258617 260923 264936","234214 237823 240025 242006 243689 245660 249251 251574 255093 259158 260969 265353","367 777 486 267 337 188 326 356 262 541 46 417","8","4","4","2","4","2","364.166666666667","184.329168674528"
"30","2","8","36000","263938","-5.25 -5.25 -5.25 -3.75 -2.5 -2.5 -2.5 -2.5 2 2 2 2","-2.25 -2.25 -5.75 -5.75 -5.75 -5.75 -2 -2 -2 -2 3 6","P P Z X T T Q Q R R J D","E S E E E N N E E N N N","264936 269496 271576 276162 277495 280988 283507 286387 288507 291413 293573 296866","265353 269873 272135 276431 279990 281704 283730 286725 288952 291858 293612 297546","417 377 559 269 2495 716 223 338 445 445 39 680","8","4","5","1","0","6","583.583333333333","630.703136958821"
"30","2","9","36000","298498","2 -1 -2.5 -2.5 -2.5 -2.5 -2.5 -2.5 -2.5 -2.5 -2.5 -2.5 -3.75 -3.75 -3.75","6 6 6 6 3.75 3.75 3.75 -2 -2 -2 -5.75 -5.75 -5.75 -5.75 -7.75","D C B B H H H Q Q Q T T X X V","W W W S S W S S E S S W W S E","299999 302385 304452 305891 308264 309998 311904 315277 319303 321303 323169 326622 328369 330089 332222","300588 302658 304780 306563 308317 310138 313491 315439 319581 321391 323922 326667 328747 330430 332630","589 273 328 672 53 140 1587 162 278 88 753 45 378 341 408","7","8","0","7","6","2","406.333333333333","391.96659235681"
"30","2","10","36000","333058","-3.75 -3.75 -3.75 -2.5 2 2 2 2 2 2 5.5 5.5","-7.75 -5.75 -5.75 -5.75 -5.75 -5.75 -5.75 -5.75 -2 -2 -2 -2","V X X T U U U U R R S S","N N E E E N W N N E E N","335888 337861 339647 342020 343954 346727 348726 352499 357379 363565 365738 368337","336166 337886 340256 342955 344198 346997 350772 355659 360862 364043 366082 368438","278 25 609 935 244 270 2046 3160 3483 478 344 101","5","7","6","0","1","5","997.75","1212.41368015137"
"30","2","11","36000","367618","5.5 5.5 5.5 5.5 5.5 5.5 8.5 8.5 8.5 5.5 5.5 5.5 5.5 5.5 5.5 5.5","-2 1.25 1.25 1.25 6 6 6 6 6 6 6 1.25 -2 -2 -2 1.25","S M M M E E F F F E E M S S S M","N N W N N E E S W W S S S W N N","368337 370177 372630 374430 377136 380056 382202 384149 385909 387762 390081 391921 395574 398507 400507 402480","368438 370252 372712 375416 377198 380431 382367 384180 385994 388294 390118 392116 395898 398793 400696 403261","101 75 82 986 62 375 165 31 85 532 37 195 324 286 189 781","7","9","6","4","4","2","269.125","279.361862107196"
"30","2","12","36000","402178","5.5 5.5 3.5 5.5","1.25 1.25 -0.5 1.25","M M O M","N W E E","402480 405626 407959 413985","403261 406257 408361 488577","781 631 402 74592","3","1","1","0","1","2","19101.5","36993.9949225997"
"30","2","13","36000","436738","","","","","","","","0","0","0","0","0","0","NaN",NA
"30","2","14","29730","471298","5.5 5.5 5.5 8.5","1.25 6 6 6","M E E F","N N E E","494389 496229 499242 501028","494513 496363 499261 501310","124 134 19 282","2","2","2","0","0","2","139.75","108.16153043789"
"31","1","1","36000","49283","2 2 2 -2.5 -2.5 -2.5 -3.75 -3.75 -3.75 -0.5 -0.5","-5.75 -5.75 -5.75 -5.75 -5.75 -5.75 -5.75 -5.75 -7.75 -7.75 -7.75","U U U T T T X X V Y Y","E N W W N W W S E S W","49283 56242 58735 60801 63961 66267 68681 71414 73800 77626 82332","54408 57011 59050 61352 64565 66967 70074 72019 74346 80341 83328","5125 769 315 551 604 700 1393 605 546 2715 996","4","7","2","2","5","2","1301.72727272727","1429.79110998139"
"31","1","2","36000","83843","-3.75 -3.75 -5.25 -5.25 -5.25 -5.25 -3.75 -2.5 -2.5","-7.75 -5.75 -5.75 -2.25 -2.25 -5.75 -5.75 -5.75 -5.75","V X Z P P Z X T T","N N N E S E E E N","86585 90331 92718 97077 101597 104423 109796 113875 117275","86827 90946 93101 97452 102730 105770 112822 116266 118568","242 615 383 375 1133 1347 3026 2391 1293","7","2","4","1","0","4","1200.55555555556","961.483503643083"
"31","1","3","36000","118403","-2.5 -2.5 -2.5 -2.5 -2.5 -5.5 -5.5 -5.5 -5.5 -5.5 -5.5 -5.5 -5.5","-2 -2 -2 3.75 3.75 3.75 3.75 0 0 3.75 6 6 3.75","Q Q Q H H G G L L G A A G","N E N N W W S E N N W S S","120355 123314 125487 127847 131753 133820 135766 137886 142619 144885 148365 152098 154217","120652 123704 126113 127951 132068 133976 136104 138246 143164 145686 148701 152512 154496","297 390 626 104 315 156 338 360 545 801 336 414 279","7","6","5","3","3","2","381.615384615385","186.630445203678"
"31","1","4","36000","152963","-5.5 -5.5 -2.5 -2.5 -2.5 -2.5 -1 -1 -1 -1 -1 2 2 2","3.75 3.75 3.75 3.75 6 6 6 6 3 6 6 6 6 3","G G H H B B C C I C C D D J","S E E N N E E S E N E E S S","154217 156284 158897 160937 162950 165723 167829 169002 171322 175575 179921 182081 184267 186307","154496 157152 159145 161234 163951 166129 168133 169492 171628 175980 180296 182620 184591 188710","279 868 248 297 1001 406 304 490 306 405 375 539 324 2403","8","6","3","4","0","7","588.928571428571","567.911621548732"
"31","1","5","36000","187523","2 4 2 2 2 2 5.5 5.5 5.5 5.5","3 4.5 3 3 -2 -2 -2 -2 1.25 1.25","J K J J R R S S M M","E E W S S E E N N W","191013 193093 200292 206598 208611 212131 214571 217797 219890 222476","191315 193579 200694 206901 208810 212803 215563 218157 220106 222732","302 486 402 303 199 672 992 360 216 256","5","5","2","2","2","4","418.8","245.836350263974"
"31","1","6","36000","222083","5.5 3.5 5.5 5.5 5.5 5.5 5.5 5.5 8.5 8.5 8.5 8.5","1.25 -0.5 1.25 1.25 6 6 6 6 6 6 1.5 1.5","M O M M E E E E F F N N","W E E N N W S E E S S N","222476 224450 230449 236875 239568 242567 244901 247380 249433 252140 254246 258059","222732 224802 231087 237871 239709 242873 245594 247662 250377 252495 254581 259052","256 352 638 996 141 306 693 282 944 355 335 993","5","7","3","3","2","4","524.25","313.219099905249"
"31","1","7","36000","256643","8.5 8.5 8.5 5.5 2 2 2 2 2 2 2 2 3.5","1.5 6 6 6 6 6 3 -2 -2 -2 -5.75 -5.75 -7.75","N F F E D D J R R R U U W","N N W W W S S S W S S E W","258059 262232 265938 268005 270098 272551 274551 277004 280590 282643 284749 287549 289549","259052 262433 266265 268311 270421 272817 274689 277271 280876 283048 284827 287780 289658","993 201 327 306 323 266 138 267 286 405 78 231 109","7","6","2","5","5","1","302.307692307692","227.57979721971"
"31","1","8","36000","291203","2 -2.5 -2.5 -2.5 -3.75 -3.75 -3.75 -3.75 -3.75 -5.25 -5.25","-5.75 -5.75 -5.75 -5.75 -5.75 -5.75 -7.75 -7.75 -5.75 -5.75 -2.25","U T T T X X V V X Z P","W W N W W S E N N N E","295322 302054 305200 307254 310093 311733 313839 317399 319465 321252 325318","296282 302593 305530 308387 310397 312069 314136 317767 319474 321348 325686","960 539 330 1133 304 336 297 368 9 96 368","7","4","4","1","4","2","430.909090909091","337.026246617516"
