"Subject","n_trials","n_explores","n_corrects","n_selects","n_outoftimes","StartDate","StartTime","tm_accuracy","tm_select_made","tm_nodesturns_count","tm_nodes_count","tm_turns_count","tm_average_RT","tm_trial_duration","tm_path_dist_trav","tm_euc_dist_trav","tm_path_efficiencies","tm_path_efficiencies_acc_only","ts_accuracy","ts_select_made","ts_nodesturns_count","ts_nodes_count","ts_turns_count","ts_average_RT","ts_trial_duration","ts_path_dist_trav","ts_euc_dist_trav","ts_path_efficiencies","ts_path_efficiencies_acc_only","em_nodesturns_count","em_nodes_count","em_turns_count","em_average_RT","em_trial_duration","em_path_dist_trav","em_euc_dist_trav","em_path_efficiencies","em_path_efficiencies_acc_only","es_nodesturns_count","es_nodes_count","es_turns_count","es_average_RT","es_trial_duration","es_path_dist_trav","es_euc_dist_trav","es_path_efficiencies","es_path_efficiencies_acc_only","enodes_A","enodes_B","enodes_C","enodes_D","enodes_E","enodes_F","enodes_G","enodes_H","enodes_I","enodes_J","enodes_K","enodes_L","enodes_M","enodes_N","enodes_O","enodes_P","enodes_Q","enodes_R","enodes_S","enodes_T","enodes_U","enodes_V","enodes_W","enodes_X","enodes_Y","enodes_Z","lm_bwstair","lm_person","lm_philsbar","lm_starrynight","obj_chair","obj_chicken","obj_clock","obj_guitar","obj_lamp","obj_snowman","obj_spaceship","obj_trophy","obj_umbrella"
"25","48","2","33","42","6","2017-06-07","13:52:34","0.6875","0.875","12.8541666666667","7.14583333333333","5.70833333333333","447.841476544969","32083.0416666667","20.7708333333333","8.62297377439643","1.12808851451566","1.05556479468244","0.468417435218867","0.334218682391596","4.15645912794406","2.30623192106927","2.46644143115812","228.780566721901","10443.435022159","8.0429090834612","3.56882189790501","0.308773752448545","0.192830162882545","160","73.5","86.5","645.244646744509","480763","242.375","8.3800999176196","NaN","NaN","5.65685424949238","3.53553390593274","2.12132034355964","93.3023269604258","292.742207411231","0.530330085889911","5.48728992686037",NA,NA,"6","14","16","13","12","10","25","23","2","16","4","12","12","2","2","2","20","28","6","24","35","8","5","19","2","2","28","20","27","46","1","3","5","3","4","2","6","2","4"
"26","48","2","13","35","13","2017-06-07","15:48:57","0.270833333333333","0.729166666666667","14.375","7.47916666666667","6.89583333333333","461.37140498659","35843.5","23.5729166666667","9.79933876630927","1.33294942100305","1.20270617088568","0.449092860289629","0.449092860289629","4.31042773214475","2.04200134758675","2.67565528528504","453.729523232024","10679.8657593763","7.90265884648778","3.34760018097813","0.577970606872794","0.253224953078038","163.5","88.5","75","551.640616693248","480663","289","4.5","NaN","NaN","12.0208152801713","3.53553390593274","8.48528137423857","170.471001969884","755.190042307233","0.707106781186548","0",NA,NA,"8","7","8","15","26","13","19","19","1","11","2","6","22","2","5","6","23","24","14","27","17","12","4","26","4","6","26","30","31","31","3","4","4","4","2","1","3","5","6"
"27","48","2","15","30","18","2017-06-08","10:47:43","0.3125","0.625","14.5","7.39583333333333","7.10416666666667","437.716585720405","36717.4791666667","22.9791666666667","9.32776812016778","1.31093516150878","1.08557075737836","0.468417435218867","0.489246054790082","4.4098535702037","2.02893519220906","2.96963056183069","274.375645366909","10830.1938510177","8.27130282087471","3.24742651310336","0.513050308432926","0.141928423697931","167","86","81","495.694503938723","480876.5","274.875","12.6504151164338","NaN","NaN","4.24264068711928","11.3137084989848","7.07106781186548","95.1236122543364","962.372329194891","19.2686597873334","1.2733792694265",NA,NA,"8","7","13","15","14","11","24","26","3","11","1","10","11","4","2","12","16","35","6","26","25","10","6","23","4","11","27","20","37","29","6","3","6","4","1","3","5","2","5"
"28","48","2","9","39","9","2017-06-09","11:00:59","0.1875","0.8125","12.125","6.875","5.25","512.14896923109","31051.7291666667","19.890625","8.27912771997961","1.43618962443938","1.07544757033248","0.394442779605583","0.394442779605583","4.60630927168194","2.34860755487342","2.51379174478918","190.711370924568","11468.8664722862","9.14480236196287","3.78990153529738","1.21813146691892","0.149862084281008","143","74","69","865.658883147854","481836","239.25","7.0269485164821","NaN","NaN","8.48528137423857","9.89949493661167","1.4142135623731","178.20538262659","2018.08275350641","33.9411254969543","3.22009147283428",NA,NA,"2","9","6","20","18","11","20","16","0","15","3","6","17","4","3","6","10","25","6","18","19","12","4","26","2","8","15","18","39","27","3","3","4","1","3","0","3","3","6"
"29","48","2","18","31","17","2017-06-12","11:36:58","0.375","0.645833333333333","15.1666666666667","7.6875","7.47916666666667","325.094237600599","36910","24.859375","9.29276902651112","1.31225548920048","1.24475239157336","0.489246054790082","0.483321105250062","3.88851737502696","1.55954507824039","2.85082730309234","114.692810443584","9022.70805458638","6.87558629028146","3.59186670888296","0.469035224946798","0.271359003100705","174.5","88.5","86","443.397329741952","482443","286.75","11.0497670811582","NaN","NaN","7.77817459305202","6.36396103067893","1.4142135623731","136.776747259941","2365.97928985019","16.2634559672906","1.71181041716196",NA,NA,"10","12","17","17","23","17","24","25","4","14","2","8","24","4","5","2","15","31","9","22","21","12","3","24","2","2","29","27","27","41","1","5","3","5","2","4","4","5","6"
"30","23","2","6","12","10","2017-06-13","14:14:39","0.260869565217391","0.545454545454545","14.6086956521739","7.43478260869565","7.17391304347826","2341.69663573123","40583.0454545455","23.0978260869565","8.26467618298983","1.48328659604808","1.54066412363067","0.44897775854488","0.509647191437625","4.2931142588482","2.01868739883848","2.80668315912773","8394.59946904786","8787.74268364897","7.3576410229723","3.12286606834007","0.465411380425989","0.653036025129585","154","81","73","759.111111111113","481096","257.75","10.8150729063673","NaN","NaN","12.7279220613579","9.89949493661167","2.82842712474619","344.28243501772","46.6690475583121","27.9307178568686","0.261526403865603",NA,NA,"6","14","19","17","16","15","14","19","2","14","3","4","17","4","3","8","17","22","13","23","17","8","4","17","4","8","24","21","24","33","4","4","4","3","3","2","2","3","4"
"31","48","2","47","48","0","2017-06-26","16:37:11","0.979166666666667","1","12.4791666666667","7.33333333333333","5.14583333333333","329.572821071902","29449.4375","20.7447916666667","9.29354809804014","1.03775721736424","1.03856056241454","0.144337567297406","0","2.79809649076496","1.56195912624394","1.66298351897942","97.5769100524401","6747.81364404309","5.69795819704289","3.18590900209261","0.121413118344645","0.122596713362327","157","86.5","70.5","545.453729196631","480398.5","285.875","5.875","NaN","NaN","1.4142135623731","3.53553390593274","2.12132034355964","69.6949258379917","376.88791437243","7.24784450716211","3.00520382004283",NA,NA,"8","10","13","15","22","11","20","17","3","21","5","8","22","4","5","6","14","21","12","18","16","10","4","17","6","6","23","22","26","34","3","3","4","4","5","3","4","5","5"
"32","48","2","10","30","18","2017-06-28","15:37:37","0.208333333333333","0.625","14.9583333333333","8","6.95833333333333","487.709038986165","38396.4166666667","25.2447916666667","9.27025570541418","1.43544009310191","1.21363684686961","0.410414079086058","0.489246054790082","3.57865024676239","1.98933325727758","2.68928791756221","231.857580581444","8687.52264183998","7.09219108765118","3.6376598144298","0.753504344701127","0.197123190115062","162.5","89","73.5","450.80995318855","481819","289.75","8.1661147660808","NaN","NaN","6.36396103067893","0","6.36396103067893","77.5640953051391","84.8528137423857","7.77817459305202","6.24532939518756",NA,NA,"6","10","14","10","22","14","14","16","3","22","4","4","22","4","3","10","10","31","14","19","22","10","5","20","6","10","21","23","36","34","5","4","5","3","4","3","2","3","5"
"33","48","2","48","47","1","2017-06-30","12:45:48","1","0.979166666666667","12.5625","7.5625","5","350.970073965386","30097.9583333333","21.4322916666667","9.13262809130729","1.0325684984412","1.0325684984412","0","0.144337567297406","3.28054387032187","2.03068220378423","1.45864991497895","100.458172093298","7859.94749849374","6.82274426586369","3.65646468891862","0.0948171320812606","0.0948171320812606","156","89.5","66.5","640.041458333334","482092.5","292.875","7.16966716353861","NaN","NaN","7.07106781186548","0.707106781186548","7.77817459305202","22.1822343536477","829.43625433182","0.176776695296637","3.77547950969841",NA,NA,"8","10","15","16","14","17","20","19","3","16","3","8","16","6","3","8","14","24","10","22","15","8","4","17","8","8","22","20","29","33","4","5","4","4","3","3","4","3","4"
"34","48","2","47","47","1","2017-07-27","13:45:29","0.979166666666667","0.979166666666667","12.5416666666667","7.4375","5.10416666666667","335.580147560433","29953.4166666667","21.046875","9.05141254259423","1.02393671286695","1.02444600463008","0.144337567297406","0.144337567297406","3.29382616119033","2.0096178317748","1.69152560289468","127.278012447401","7596.16287186409","6.33708610004328","3.7041959739206","0.0707560027248632","0.0714319687476598","165.5","86","79.5","587.421607817011","482439","284.875","9.75104159433875","NaN","NaN","9.19238815542512","4.24264068711928","4.94974746830583","183.054603803201","1979.89898732233","1.59099025766973","7.4260942392991",NA,NA,"8","13","18","18","21","11","19","23","3","11","2","8","15","4","2","8","22","23","11","22","23","8","4","26","0","8","27","27","31","34","4","3","4","4","2","3","4","2","4"
"35","48","2","18","26","22","2017-08-11","09:22:21","0.375","0.541666666666667","15.3333333333333","7.83333333333333","7.5","448.604159542388","39011.4375","24.7604166666667","8.86732003458723","1.76491431558296","1.19380026744313","0.489246054790082","0.503533612870859","4.13255540608921","1.9497226571275","2.64172735236915","165.850173173819","10065.1646674679","7.5164639033211","3.49365838676971","1.83399432923645","0.262185976925352","137","70","67","1149.30928509154","480699.5","234.5","10.42270930141","NaN","NaN","16.9705627484771","9.89949493661167","7.07106781186548","466.697873387282","895.904291763356","22.9809703885628","8.02242242945396",NA,NA,"6","9","8","11","19","13","14","18","1","14","2","4","21","4","4","4","14","28","12","21","18","4","4","11","4","6","25","24","25","31","2","4","4","3","2","1","2","4","2"
"36","48","2","15","35","13","2017-08-10","10:33:07","0.3125","0.729166666666667","14.2291666666667","7.54166666666667","6.6875","488.546623432682","36603.2916666667","23.8645833333333","9.6493600889626","1.5534102217507","1.24554841155681","0.468417435218867","0.449092860289629","4.16285286451866","1.76199033172092","2.83711158181337","222.693148949478","9169.59367520937","7.48650529451644","3.46513882909291","1.46235679694639","0.429625330780792","158","81.5","76.5","702.11858076564","480812.5","266","6.00594901040715","NaN","NaN","5.65685424949238","0.707106781186548","6.36396103067893","9.32773539178653","942.573339321668","5.65685424949238","6.37237420187942",NA,NA,"6","9","18","16","19","11","19","28","4","11","2","8","19","4","4","8","19","34","8","17","13","8","2","19","2","8","30","25","26","29","4","3","2","3","2","4","4","4","4"
"37","48","2","12","23","25","2017-08-16","15:15:59","0.25","0.479166666666667","15.4583333333333","6.89583333333333","8.5625","485.266989444648","39562.875","21.5260416666667","7.87949372444612","1.54543153424781","1.09184558583035","0.437594974493684","0.504852341308647","4.05787038441811","1.64044082468426","3.03810026027604","228.684320685017","10301.9882972977","6.82342639939893","3.30268837956415","0.789755771811606","0.134851960486252","165","85.5","79.5","527.285567779228","482679","275.25","5.61606229914324","NaN","NaN","12.7279220613579","3.53553390593274","9.19238815542512","178.243252955995","2224.55793361288","12.3743686707646","4.40677756464787",NA,NA,"8","12","21","15","15","8","23","23","4","12","3","8","22","4","3","6","18","25","12","25","19","10","6","20","2","6","30","22","30","26","3","2","6","4","3","4","4","3","5"
"38","48","2","34","37","11","2017-08-17","10:22:57","0.708333333333333","0.770833333333333","14.1666666666667","8.04166666666667","6.125","362.380009876425","35153.125","25.0885416666667","8.99728206028376","1.27858285099018","1.19775769370995","0.459339643185104","0.424744395393794","3.76056431558233","1.92363058042054","2.26560780441017","82.0775892310074","10041.5004338379","7.53934530415262","3.87102011221024","0.38618510066842","0.348630716910212","170","88.5","81.5","489.138098907257","481519.5","289.5","6.7388778932214","NaN","NaN","4.24264068711928","2.12132034355964","6.36396103067893","55.7854053894787","320.319371877506","8.1317279836453","6.34823199643047",NA,NA,"8","11","4","18","18","11","24","20","0","16","2","8","22","4","4","4","22","34","17","27","15","10","5","26","4","6","34","29","37","29","2","3","5","4","2","0","4","4","5"
"39","48","2","17","30","18","2017-08-24","15:09:29","0.354166666666667","0.625","15","7.64583333333333","7.35416666666667","407.209104500859","37993.9791666667","23.3020833333333","8.70117037702055","1.36193380868013","1.12216642382868","0.483321105250062","0.489246054790082","3.57889796421997","1.75632090478004","2.61330135492086","162.28828930425","8320.60185652912","6.85506458474265","3.71713237494003","0.704832101833555","0.162674263358311","177.5","97.5","80","352.098922136422","482973","311.375","8.91966716353861","NaN","NaN","12.0208152801713","4.94974746830583","7.07106781186548","141.99698392942","1687.1567799111","15.3795724908074","1.30060577554549",NA,NA,"10","13","12","15","22","14","26","25","2","9","2","6","18","0","4","8","16","34","11","26","28","12","7","27","0","8","29","22","35","40","4","5","7","5","2","2","3","4","6"
"40","0","2","0","0","0","2017-08-30","14:17:28","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"146.5","72.5","74","871.786113214691","483306.5","248.625","10.8604655764198","NaN","NaN","9.19238815542512","0.707106781186548","8.48528137423857","29.5634758759413","1762.81720549806","21.0364267402998","4.29104590126966",NA,NA,"8","6","8","18","19","8","19","16","1","23","3","4","31","4","7","4","12","30","16","14","18","6","3","11","0","4","25","27","27","34","2","2","3","4","3","1","2","7","3"
"41","48","2","15","26","22","2017-08-31","13:52:19","0.3125","0.541666666666667","16.0625","8.33333333333333","7.72916666666667","326.663975187287","39084.8958333333","26.609375","8.67397447661533","1.64524079803546","1.1440116447917","0.468417435218867","0.503533612870859","4.01277878994361","2.06627770304461","2.55775486102129","198.805118255037","9277.26298880152","7.94042080621595","3.78728697987638","1.15900275565499","0.230654420130367","180","104","76","271.084802450613","480909","334.375","1.17924764150707","NaN","NaN","9.89949493661167","2.82842712474619","7.07106781186548","99.0312418559488","1074.80230740355","10.4298250225016","1.66770800801579",NA,NA,"6","18","15","18","18","13","17","22","1","16","2","4","16","2","3","10","21","27","8","28","29","14","7","31","2","12","26","21","41","39","5","4","7","3","2","1","2","3","7"
